id,latitude,longitude,accommodates,price,cleaning_fee,weekly_earnings
10988680,37.75418395,-122.4065138,2,$49.00 ,$25.00 ,180.80
8053481,37.75416621,-122.4215336,4,$220.00 ,$100.00 ,824.00
14011173,37.75850584,-122.4061523,1,$100.00 ,,420.00
16142131,37.75654875,-122.4220251,4,$117.00 ,,491.40
9080622,37.76005055,-122.4213524,1,$200.00 ,,840.00
936209,37.75949488,-122.4248737,1,$162.00 ,$65.00 ,615.40
7048973,37.76099687,-122.4131237,4,$230.00 ,$100.00 ,866.00
7998215,37.75054282,-122.4165585,2,$173.00 ,$65.00 ,661.60
12815115,37.75628818,-122.4087377,4,$600.00 ,,2520.00
10406646,37.75724642,-122.4093147,4,$250.00 ,$95.00 ,955.00
4558566,37.74932935,-122.4107925,6,$300.00 ,$100.00 ,1160.00
2771688,37.7513531,-122.4176588,4,$189.00 ,$95.00 ,698.80
5020057,37.75199246,-122.4042105,2,$130.00 ,,546.00
15151013,37.76142933,-122.4193501,2,$90.00 ,$40.00 ,338.00
4925354,37.76652079,-122.4246601,1,$95.00 ,$20.00 ,379.00
13863669,37.75995514,-122.4241064,6,$325.00 ,$150.00 ,1215.00
5394755,37.75870167,-122.42124,3,$119.00 ,$60.00 ,439.80
8861480,37.76147949,-122.4157135,2,$134.00 ,,562.80
14139656,37.75939066,-122.4211674,6,$490.00 ,$150.00 ,1908.00
7802522,37.74961782,-122.4181314,2,$140.00 ,$25.00 ,563.00
15470227,37.75958581,-122.4100011,2,$185.00 ,$95.00 ,682.00
10756717,37.75560551,-122.4067193,3,$550.00 ,$90.00 ,2220.00
1117756,37.7505213,-122.4073568,2,$113.00 ,$25.00 ,449.60
17588923,37.76832743,-122.4250571,2,$115.00 ,$82.00 ,401.00
7228772,37.76888719,-122.4240599,2,$155.00 ,$30.00 ,621.00
15501322,37.75134306,-122.4226501,1,$45.00 ,$50.00 ,139.00
4624467,37.75506955,-122.4168171,2,$169.00 ,$60.00 ,649.80
856123,37.7622065,-122.4198954,1,$186.00 ,$65.00 ,716.20
9490490,37.753852,-122.4111577,2,$77.00 ,$25.00 ,298.40
865873,37.76251893,-122.4242846,4,$250.00 ,$150.00 ,900.00
6834158,37.76531007,-122.4246905,3,$235.00 ,$62.00 ,925.00
13846498,37.76362666,-122.4253853,2,$80.00 ,$50.00 ,286.00
1101403,37.7681406,-122.4253676,5,$300.00 ,$120.00 ,1140.00
15566812,37.75866765,-122.42388,3,$200.00 ,,840.00
16173016,37.76148205,-122.4092539,2,$200.00 ,$100.00 ,740.00
63405,37.75399609,-122.4177063,2,$125.00 ,$100.00 ,425.00
16857004,37.75328433,-122.4118579,1,$40.00 ,,168.00
11011745,37.75028261,-122.4156194,8,$500.00 ,,2100.00
17697262,37.75813182,-122.4141177,2,$79.00 ,$10.00 ,321.80
13043340,37.75754497,-122.4201252,2,$115.00 ,,483.00
2049672,37.76249605,-122.422603,6,$575.00 ,$150.00 ,2265.00
16272594,37.7580424,-122.4211011,1,$65.00 ,,273.00
10947787,37.75788359,-122.4075305,10,"$2,000.00 ",,8400.00
15873936,37.75456441,-122.4125264,1,$51.00 ,,214.20
11259062,37.75239754,-122.4244804,2,$159.00 ,$90.00 ,577.80
7163038,37.76911001,-122.4119345,2,$120.00 ,,504.00
4533440,37.76862344,-122.4244366,2,$100.00 ,$20.00 ,400.00
14011529,37.76066203,-122.4208268,2,$50.00 ,$5.00 ,205.00
3379430,37.75826018,-122.4083304,2,$80.00 ,,336.00
8029798,37.75596136,-122.4095302,1,$75.00 ,,315.00
1623609,37.75942336,-122.4075424,2,$155.00 ,$50.00 ,601.00
16324639,37.75993231,-122.4213667,4,$250.00 ,$75.00 ,975.00
17501306,37.77021195,-122.4228986,2,$55.00 ,$20.00 ,211.00
591431,37.75065685,-122.4234918,6,$450.00 ,$125.00 ,1765.00
9351735,37.74944922,-122.4095556,6,$250.00 ,$125.00 ,925.00
1962559,37.75375109,-122.4252011,4,$150.00 ,$50.00 ,580.00
6926901,37.75641542,-122.4128513,4,$300.00 ,$100.00 ,1160.00
12366392,37.76772249,-122.422152,2,$170.00 ,$50.00 ,664.00
5943416,37.75151485,-122.4245018,3,$190.00 ,$80.00 ,718.00
1339473,37.75440053,-122.412507,3,$230.00 ,$180.00 ,786.00
10940485,37.75309747,-122.4199679,2,$115.00 ,,483.00
10792779,37.75780405,-122.4214434,1,$95.00 ,$65.00 ,334.00
5414237,37.74970235,-122.4066375,2,$90.00 ,$55.00 ,323.00
6954332,37.76645745,-122.4253543,1,$95.00 ,$30.00 ,369.00
10809367,37.75089762,-122.4148136,2,$350.00 ,$25.00 ,1445.00
815123,37.75110865,-122.4187323,1,$130.00 ,$75.00 ,471.00
1388523,37.75526258,-122.4249664,2,"$4,000.00 ",$50.00 ,16750.00
765914,37.75691789,-122.4111644,3,$349.00 ,$100.00 ,1365.80
225205,37.76096715,-122.4231305,2,$115.00 ,,483.00
6795192,37.75849371,-122.4157999,3,$170.00 ,$85.00 ,629.00
5775177,37.74825404,-122.4176816,2,$115.00 ,$50.00 ,433.00
8907289,37.75267808,-122.4075329,3,$133.00 ,$49.00 ,509.60
13953008,37.76455721,-122.4239801,2,$232.00 ,$50.00 ,924.40
16232349,37.751588,-122.4187695,2,$100.00 ,$20.00 ,400.00
8384398,37.75618418,-122.421447,2,$200.00 ,$80.00 ,760.00
223213,37.7569887,-122.4085638,4,$450.00 ,$100.00 ,1790.00
16363397,37.76313587,-122.4079654,2,$80.00 ,$40.00 ,296.00
5468024,37.74907405,-122.4124016,1,$99.00 ,$25.00 ,390.80
1356129,37.75083547,-122.4234114,2,$145.00 ,$50.00 ,559.00
10710892,37.75857822,-122.4222351,2,$215.00 ,$65.00 ,838.00
16178751,37.75913346,-122.4196755,2,$185.00 ,$80.00 ,697.00
15097007,37.75746793,-122.4125947,1,$350.00 ,,1470.00
16351934,37.76171887,-122.4234831,2,$175.00 ,$40.00 ,695.00
8564563,37.76867194,-122.4178576,4,$165.00 ,$86.00 ,607.00
6852699,37.76379548,-122.425448,2,$149.00 ,,625.80
6336315,37.77017333,-122.4215716,2,$240.00 ,$100.00 ,908.00
2074584,37.76025251,-122.4166307,2,$206.00 ,$60.00 ,805.20
765739,37.75104087,-122.4186658,11,$575.00 ,$150.00 ,2265.00
9525911,37.76764528,-122.4239505,1,$120.00 ,,504.00
11650390,37.75122694,-122.4183758,2,$74.00 ,$30.00 ,280.80
14773204,37.76667538,-122.4170325,2,$105.00 ,,441.00
5470034,37.76054446,-122.421676,2,$59.00 ,$10.00 ,237.80
1814061,37.75110161,-122.4241432,2,$150.00 ,$100.00 ,530.00
2046807,37.76045876,-122.4190438,2,$149.00 ,$50.00 ,575.80
486950,37.75311615,-122.4086315,1,$100.00 ,$150.00 ,270.00
592883,37.75731078,-122.4095373,2,$75.00 ,$85.00 ,230.00
9350676,37.75174324,-122.4162526,2,$299.00 ,$190.00 ,1065.80
1093088,37.76777714,-122.4243382,1,$68.00 ,$12.00 ,273.60
13725185,37.76121341,-122.4086907,2,$99.00 ,$50.00 ,365.80
2502127,37.75297177,-122.4128058,4,$211.00 ,$90.00 ,796.20
16231927,37.75833813,-122.4229128,2,$125.00 ,,525.00
2043364,37.76040329,-122.415501,2,$85.00 ,$75.00 ,282.00
2010572,37.75753955,-122.4106128,3,$97.00 ,$25.00 ,382.40
176092,37.75271742,-122.4093401,2,$117.00 ,$60.00 ,431.40
5107706,37.76059363,-122.4185532,3,$500.00 ,,2100.00
10153977,37.74851144,-122.4172331,1,$65.00 ,$25.00 ,248.00
8105974,37.75842278,-122.4119598,4,$318.00 ,$120.00 ,1215.60
6974923,37.75996482,-122.4179394,1,$150.00 ,,630.00
9219530,37.76403193,-122.4248225,1,$75.00 ,,315.00
9884258,37.74964663,-122.4175526,4,$100.00 ,,420.00
7400895,37.76945631,-122.4227033,2,$285.00 ,$75.00 ,1122.00
9448855,37.7682995,-122.4253431,4,$375.00 ,$200.00 ,1375.00
7974287,37.7644722,-122.418478,2,$89.00 ,$50.00 ,323.80
13622506,37.76896906,-122.4108756,2,$150.00 ,$25.00 ,605.00
17316289,37.7594018,-122.4181344,1,$125.00 ,,525.00
58756,37.75991582,-122.4191283,2,$127.00 ,,533.40
1892956,37.75446376,-122.4224758,2,$75.00 ,,315.00
8973469,37.74984557,-122.4239428,6,"$1,500.00 ",,6300.00
15150231,37.7614406,-122.4213018,2,$139.00 ,$60.00 ,523.80
3695452,37.75327879,-122.4118102,2,$69.00 ,,289.80
9481209,37.75017197,-122.41734,2,$65.00 ,$20.00 ,253.00
13085830,37.74936883,-122.4223664,2,$110.00 ,$25.00 ,437.00
1403992,37.7660067,-122.4183305,3,$148.00 ,$100.00 ,521.60
3419211,37.74866918,-122.4213935,2,$165.00 ,$80.00 ,613.00
273452,37.76864954,-122.42457,3,$189.00 ,$75.00 ,718.80
5008402,37.76601194,-122.4229685,1,$150.00 ,$75.00 ,555.00
10586068,37.75845746,-122.4086654,4,$250.00 ,$95.00 ,955.00
13802791,37.757922,-122.4141182,6,$250.00 ,$100.00 ,950.00
8213336,37.75877365,-122.4108145,2,$120.00 ,$60.00 ,444.00
2502368,37.74979106,-122.4087655,2,$99.00 ,$35.00 ,380.80
7492644,37.76573017,-122.4209976,1,$158.00 ,,663.60
3079665,37.76058002,-122.4254066,2,$100.00 ,$125.00 ,295.00
470686,37.7673056,-122.4254201,2,$125.00 ,$35.00 ,490.00
3194136,37.75884751,-122.4059452,1,$80.00 ,,336.00
12906085,37.76845419,-122.4216172,3,$69.00 ,$29.00 ,260.80
8597092,37.75696962,-122.4076487,2,$85.00 ,,357.00
1060442,37.74847017,-122.417238,4,$200.00 ,$100.00 ,740.00
6913294,37.75597989,-122.4152521,2,$115.00 ,,483.00
9776134,37.77037944,-122.4222524,2,$95.00 ,$30.00 ,369.00
12266463,37.76725835,-122.4223948,2,$194.00 ,$85.00 ,729.80
17574877,37.76006538,-122.4186564,4,$215.00 ,$20.00 ,883.00
1928125,37.75454377,-122.4111001,2,$155.00 ,$95.00 ,556.00
9726878,37.75469124,-122.4226532,6,$800.00 ,,3360.00
2304925,37.75239589,-122.4129407,2,$45.00 ,$20.00 ,169.00
212297,37.7674576,-122.4232362,2,$120.00 ,$50.00 ,454.00
11069241,37.75796429,-122.4197255,6,$150.00 ,$75.00 ,555.00
748256,37.75495392,-122.4168309,2,$110.00 ,$30.00 ,432.00
8088394,37.76400671,-122.4175282,6,$400.00 ,$150.00 ,1530.00
2557977,37.74991628,-122.4082173,2,$135.00 ,$40.00 ,527.00
3985721,37.75243517,-122.4152028,2,$100.00 ,,420.00
13249335,37.75219564,-122.4170061,2,$100.00 ,,420.00
17791068,37.75465229,-122.4101758,5,$200.00 ,,840.00
16673580,37.75767012,-122.4174079,2,$70.00 ,$40.00 ,254.00
4500244,37.75742313,-122.4236494,2,$145.00 ,$110.00 ,499.00
715543,37.76374505,-122.4124976,4,$180.00 ,$100.00 ,656.00
4926230,37.75750508,-122.4235015,4,$200.00 ,,840.00
12905241,37.76173049,-122.4256579,4,"$1,750.00 ",$200.00 ,7150.00
16117102,37.75522798,-122.4179171,3,$450.00 ,,1890.00
4295657,37.75886312,-122.423116,5,$300.00 ,$100.00 ,1160.00
224579,37.75631937,-122.404779,3,$150.00 ,$100.00 ,530.00
3042598,37.74852106,-122.4212581,1,$126.00 ,$120.00 ,409.20
9465129,37.75574133,-122.4115589,6,$100.00 ,,420.00
7351575,37.76012321,-122.4250197,1,$99.00 ,$35.00 ,380.80
6600081,37.75300435,-122.403943,1,$85.00 ,$35.00 ,322.00
7679171,37.75298744,-122.4242477,2,$150.00 ,$80.00 ,550.00
4730033,37.77002888,-122.4237134,2,$255.00 ,$75.00 ,996.00
13282475,37.75112586,-122.4230647,4,$150.00 ,$60.00 ,570.00
9350318,37.75498191,-122.4193609,2,$65.00 ,,273.00
10496718,37.75992683,-122.408211,5,$300.00 ,$100.00 ,1160.00
9759420,37.74905921,-122.4182666,8,$700.00 ,$100.00 ,2840.00
14756524,37.7690889,-122.4239827,1,$34.00 ,,142.80
6466197,37.75695181,-122.4116516,4,$240.00 ,$150.00 ,858.00
4614763,37.75300727,-122.4040496,4,$175.00 ,$75.00 ,660.00
15346313,37.75646678,-122.4164391,6,$275.00 ,$100.00 ,1055.00
8670481,37.75349384,-122.4195855,6,$600.00 ,$190.00 ,2330.00
15424616,37.75317766,-122.4244942,1,$42.00 ,$25.00 ,151.40
10136162,37.76052871,-122.4090437,4,$225.00 ,$80.00 ,865.00
7350876,37.76108383,-122.425571,2,$149.00 ,$35.00 ,590.80
4155983,37.76848691,-122.4206638,2,$125.00 ,$25.00 ,500.00
17682872,37.74981207,-122.4150952,2,$50.00 ,,210.00
10365512,37.75769932,-122.4200553,2,$115.00 ,$100.00 ,383.00
2665028,37.75781911,-122.4108124,2,$165.00 ,,693.00
16083525,37.75603488,-122.4112037,15,$500.00 ,,2100.00
6924852,37.76673598,-122.4240911,2,$120.00 ,$70.00 ,434.00
10807858,37.74947188,-122.4185612,3,$300.00 ,$80.00 ,1180.00
3376895,37.74923178,-122.4190466,2,$80.00 ,$20.00 ,316.00
7481897,37.76117256,-122.4190939,2,$108.00 ,$15.00 ,438.60
14948841,37.7572341,-122.4150385,8,$650.00 ,$250.00 ,2480.00
17590812,37.76873486,-122.4245731,2,$100.00 ,$82.00 ,338.00
3385880,37.76952227,-122.4228934,4,$250.00 ,$80.00 ,970.00
7596529,37.75123663,-122.4104629,6,$550.00 ,$100.00 ,2210.00
1223107,37.75862868,-122.4117893,2,$126.00 ,$48.00 ,481.20
5007820,37.76485673,-122.4251007,5,$341.00 ,$130.00 ,1302.20
6433637,37.74961855,-122.4209382,1,$75.00 ,,315.00
9857891,37.76867917,-122.4225395,2,$275.00 ,$75.00 ,1080.00
10660277,37.76740115,-122.4224661,1,$95.00 ,$50.00 ,349.00
14969237,37.75186531,-122.4194602,2,$140.00 ,$75.00 ,513.00
27028,37.76097556,-122.4215808,4,$199.00 ,$60.00 ,775.80
8595828,37.7615163,-122.4082127,2,$120.00 ,$25.00 ,479.00
10513695,37.76215982,-122.420623,1,$200.00 ,,840.00
16352294,37.75040546,-122.4110787,6,$250.00 ,$40.00 ,1010.00
5253439,37.75783386,-122.4130874,1,$33.00 ,,138.60
3434710,37.75908236,-122.418195,2,$120.00 ,$100.00 ,404.00
8481021,37.75958899,-122.4218546,5,$250.00 ,,1050.00
9906403,37.7532297,-122.4248993,4,$300.00 ,$100.00 ,1160.00
1468637,37.75121152,-122.4077631,2,$151.00 ,,634.20
14698527,37.76277859,-122.4240051,2,$119.00 ,$35.00 ,464.80
14185529,37.7501035,-122.414981,2,$76.00 ,$10.00 ,309.20
11528376,37.75136488,-122.4089685,1,$100.00 ,,420.00
15509687,37.76070044,-122.4076222,3,$98.00 ,$300.00 ,111.60
4436956,37.75374293,-122.4034303,1,$65.00 ,$25.00 ,248.00
9201794,37.76443752,-122.4074289,2,$175.00 ,$125.00 ,610.00
1863106,37.76724432,-122.4212892,2,$79.00 ,$49.00 ,282.80
17526405,37.76151096,-122.4220454,2,$80.00 ,,336.00
16601533,37.76490477,-122.4239036,1,$75.00 ,,315.00
9345890,37.75023463,-122.4149721,1,$52.00 ,,218.40
10251,37.75874295,-122.413272,6,$250.00 ,$90.00 ,960.00
10889290,37.7615991,-122.4216489,8,"$1,000.00 ",$150.00 ,4050.00
14673975,37.76539394,-122.4183993,2,$95.00 ,$75.00 ,324.00
7546927,37.77142456,-122.4234505,7,"$1,000.00 ",$27.00 ,4173.00
10070039,37.75967033,-122.4147865,6,$325.00 ,$260.00 ,1105.00
15853561,37.76207429,-122.4063294,6,$650.00 ,$250.00 ,2480.00
187730,37.75756728,-122.4193947,1,$65.00 ,$75.00 ,198.00
17590102,37.76847404,-122.4251584,2,$125.00 ,$82.00 ,443.00
9119573,37.75975848,-122.4071105,6,$325.00 ,$100.00 ,1265.00
17329609,37.75986511,-122.41754,2,$75.00 ,$10.00 ,305.00
17464690,37.75862522,-122.4196387,2,$78.00 ,$40.00 ,287.60
829185,37.77109003,-122.4240191,4,$399.00 ,$90.00 ,1585.80
943851,37.75708418,-122.4080119,3,$207.00 ,$110.00 ,759.40
14125801,37.7615023,-122.4211684,5,$320.00 ,$75.00 ,1269.00
2188976,37.76456493,-122.4138323,2,$101.00 ,$35.00 ,389.20
420160,37.76317552,-122.4070776,2,$99.00 ,$60.00 ,355.80
7956829,37.75570083,-122.4232314,4,$300.00 ,$90.00 ,1170.00
1370425,37.7487178,-122.4199096,2,$202.00 ,$35.00 ,813.40
2255169,37.75608406,-122.4225961,1,$71.00 ,$20.00 ,278.20
9578797,37.76174179,-122.4175331,2,$107.00 ,,449.40
3238142,37.75523738,-122.4219086,4,$196.00 ,$95.00 ,728.20
3268637,37.76239584,-122.4065616,1,$70.00 ,$25.00 ,269.00
7904207,37.75813893,-122.4143756,3,$170.00 ,$30.00 ,684.00
15771352,37.75753408,-122.410455,4,$225.00 ,$95.00 ,850.00
5482173,37.7666713,-122.4239593,6,$225.00 ,$250.00 ,695.00
2188919,37.76602128,-122.4165001,2,$99.00 ,$35.00 ,380.80
6973090,37.75503446,-122.4190692,2,$65.00 ,,273.00
15296054,37.7623101,-122.4197122,2,$300.00 ,,1260.00
501057,37.74946151,-122.4091694,4,$255.00 ,$125.00 ,946.00
3073304,37.76299792,-122.4217049,2,$95.00 ,$35.00 ,364.00
2601183,37.75249635,-122.4099389,2,$75.00 ,,315.00
7955738,37.76450813,-122.4164842,2,$90.00 ,,378.00
7256961,37.75420874,-122.4177143,1,$105.00 ,,441.00
7873804,37.76720776,-122.4171204,8,$50.00 ,,210.00
8742154,37.75171999,-122.4138625,6,$463.00 ,$120.00 ,1824.60
2319598,37.75559219,-122.4227863,4,$195.00 ,$100.00 ,719.00
3105998,37.75228981,-122.4159339,2,$200.00 ,,840.00
7578824,37.76028596,-122.4234149,2,$138.00 ,,579.60
7565515,37.76649136,-122.4065846,1,$120.00 ,$10.00 ,494.00
5007321,37.7656085,-122.4200594,6,$239.00 ,$100.00 ,903.80
9480122,37.75135009,-122.4235024,2,$140.00 ,$80.00 ,508.00
6924208,37.75315747,-122.4051128,5,$195.00 ,$80.00 ,739.00
7940010,37.75043561,-122.413185,1,$160.00 ,$81.00 ,591.00
9242110,37.76635223,-122.4211437,4,$129.00 ,$75.00 ,466.80
386966,37.75658265,-122.4169822,4,$260.00 ,$150.00 ,942.00
17639292,37.76766368,-122.424679,2,$200.00 ,$82.00 ,758.00
625935,37.75701828,-122.4212952,2,$140.00 ,$50.00 ,538.00
802839,37.75924925,-122.4230581,6,$300.00 ,$150.00 ,1110.00
5858486,37.76264179,-122.4199421,2,$168.00 ,$70.00 ,635.60
10767017,37.76235785,-122.4238459,7,$575.00 ,$100.00 ,2315.00
1112462,37.76164834,-122.4205553,3,$350.00 ,$100.00 ,1370.00
11674758,37.76563516,-122.4174603,2,$135.00 ,,567.00
648308,37.75162534,-122.4177249,1,$100.00 ,,420.00
10232789,37.76249149,-122.4202518,1,$97.00 ,$85.00 ,322.40
14181323,37.76746906,-122.4241287,2,$139.00 ,$80.00 ,503.80
17015758,37.76654759,-122.4225179,1,$110.00 ,,462.00
10773437,37.76933455,-122.4226493,2,$300.00 ,$75.00 ,1185.00
12624810,37.75522009,-122.4154076,2,$120.00 ,$15.00 ,489.00
5628824,37.74880339,-122.4210351,1,$220.00 ,$40.00 ,884.00
1471146,37.76742485,-122.423743,2,$110.00 ,$30.00 ,432.00
7309656,37.75347337,-122.4193957,5,$295.00 ,$200.00 ,1039.00
5196399,37.7568687,-122.4146032,1,$55.00 ,,231.00
5989890,37.75366029,-122.4228086,6,$219.00 ,,919.80
4777415,37.75945121,-122.4233564,4,$325.00 ,$100.00 ,1265.00
10708414,37.7611278,-122.4221764,4,$190.00 ,$120.00 ,678.00
3139003,37.76130382,-122.4087676,1,$75.00 ,$15.00 ,300.00
9545064,37.75072511,-122.4149275,2,$109.00 ,$30.00 ,427.80
2198399,37.76514597,-122.4160758,2,$99.00 ,$35.00 ,380.80
779109,37.75029025,-122.4215714,3,$160.00 ,$55.00 ,617.00
5038958,37.75446574,-122.4209953,4,$100.00 ,$50.00 ,370.00
9921369,37.75206557,-122.4220245,1,$49.00 ,$50.00 ,155.80
6234975,37.76346934,-122.4237031,4,"$1,200.00 ",,5040.00
5202735,37.74994293,-122.4172164,2,$189.00 ,$100.00 ,693.80
2182851,37.76521165,-122.4165293,2,$105.00 ,$35.00 ,406.00
4661955,37.75015862,-122.4128977,3,$195.00 ,$75.00 ,744.00
10074911,37.75742589,-122.4085392,4,$190.00 ,$75.00 ,723.00
9593505,37.76051646,-122.4096362,4,$350.00 ,,1470.00
8135338,37.76728815,-122.4156191,2,$65.00 ,$50.00 ,223.00
6359673,37.7567545,-122.4092142,2,$100.00 ,,420.00
16812656,37.76891477,-122.4179894,2,$95.00 ,$25.00 ,374.00
16310932,37.75912096,-122.4243675,4,$200.00 ,$50.00 ,790.00
17097361,37.76557474,-122.426239,1,$125.00 ,$55.00 ,470.00
7004802,37.76998771,-122.4226806,4,$245.00 ,$60.00 ,969.00
2613882,37.75284831,-122.4215144,2,$139.00 ,$65.00 ,518.80
12952172,37.76222242,-122.4078375,4,$189.00 ,$135.00 ,658.80
10969673,37.75649047,-122.4255064,2,$250.00 ,$80.00 ,970.00
16737908,37.76200238,-122.4205167,2,$185.00 ,$50.00 ,727.00
6481492,37.7552773,-122.4104774,6,$375.00 ,$100.00 ,1475.00
8114515,37.76992689,-122.4228783,2,$118.00 ,,495.60
10528294,37.76094674,-122.4209833,2,$130.00 ,$20.00 ,526.00
3384413,37.76010961,-122.4185262,4,$327.00 ,$90.00 ,1283.40
905399,37.74874493,-122.4182491,2,$80.00 ,$20.00 ,316.00
1877071,37.75412286,-122.4062341,2,$175.00 ,,735.00
17476444,37.75304967,-122.4117532,1,$70.00 ,$40.00 ,254.00
17736082,37.75548251,-122.4252203,1,$61.00 ,,256.20
8594468,37.76760458,-122.4189063,2,$99.00 ,,415.80
9471413,37.76066624,-122.4246374,4,$250.00 ,$120.00 ,930.00
8167990,37.75514538,-122.4196644,2,$135.00 ,$50.00 ,517.00
10297903,37.7701263,-122.4216067,2,$175.00 ,$100.00 ,635.00
8577678,37.76513014,-122.4241644,2,$85.00 ,,357.00
10981467,37.77082415,-122.4228335,2,$325.00 ,$25.00 ,1340.00
991765,37.75570344,-122.4115061,6,$250.00 ,,1050.00
14981892,37.75356104,-122.4107865,2,$275.00 ,$40.00 ,1115.00
15328485,37.76830528,-122.420741,2,$70.00 ,$15.00 ,279.00
8833630,37.75279882,-122.4166892,1,$75.00 ,,315.00
1499630,37.74994308,-122.4164356,4,$250.00 ,$75.00 ,975.00
1970257,37.75114043,-122.4078588,2,$240.00 ,$50.00 ,958.00
487499,37.76098575,-122.4218298,2,$195.00 ,$80.00 ,739.00
3377847,37.75717107,-122.409813,2,$60.00 ,,252.00
41399,37.75610669,-122.4186619,4,$290.00 ,$120.00 ,1098.00
13636515,37.76510651,-122.4064693,1,$66.00 ,$10.00 ,267.20
16900525,37.75368076,-122.4205052,2,$249.00 ,$60.00 ,985.80
680288,37.75192025,-122.4136513,2,$140.00 ,$50.00 ,538.00
11939561,37.75176801,-122.4154344,2,$160.00 ,$50.00 ,622.00
57676,37.75762489,-122.4193257,1,$99.00 ,$75.00 ,340.80
1859925,37.75776588,-122.4195127,1,$60.00 ,,252.00
10494263,37.75628493,-122.4234923,2,$150.00 ,$25.00 ,605.00
100710,37.75629056,-122.4251775,5,$450.00 ,,1890.00
41743,37.76789362,-122.4200106,2,$300.00 ,,1260.00
10989476,37.75815049,-122.4209271,2,$175.00 ,$50.00 ,685.00
10972053,37.75870508,-122.4092541,4,$800.00 ,,3360.00
13714899,37.75362764,-122.4240429,2,$199.00 ,$100.00 ,735.80
664315,37.7531555,-122.4212498,4,$950.00 ,$300.00 ,3690.00
12575461,37.75195465,-122.423666,3,$195.00 ,$75.00 ,744.00
4236013,37.75277277,-122.4150602,2,$120.00 ,,504.00
2236694,37.7508266,-122.4107258,2,$95.00 ,$35.00 ,364.00
778520,37.76845124,-122.422279,2,$129.00 ,$24.00 ,517.80
1062497,37.76312154,-122.4258955,1,$200.00 ,$30.00 ,810.00
16467328,37.75397923,-122.4120546,2,$55.00 ,,231.00
15409400,37.7509893,-122.4123912,5,$180.00 ,$80.00 ,676.00
9281778,37.75125908,-122.41959,4,$182.00 ,$85.00 ,679.40
1695983,37.75442495,-122.4225268,8,$450.00 ,$150.00 ,1740.00
2629833,37.75392028,-122.4250217,6,$232.00 ,$80.00 ,894.40
2927781,37.76715056,-122.4175619,2,$189.00 ,$25.00 ,768.80
1417398,37.75725607,-122.4125369,2,$110.00 ,$35.00 ,427.00
16518555,37.75678598,-122.4117116,4,$225.00 ,,945.00
3073393,37.76258743,-122.4246365,6,$425.00 ,$125.00 ,1660.00
6119683,37.76181574,-122.4214326,2,$199.00 ,,835.80
14165362,37.75857146,-122.4090347,2,$115.00 ,$8.00 ,475.00
9028989,37.76506038,-122.4252117,1,$45.00 ,,189.00
7823524,37.75465206,-122.4108748,2,$99.00 ,,415.80
16101403,37.74901877,-122.4248465,2,$120.00 ,$100.00 ,404.00
4825217,37.7665383,-122.4239299,2,$224.00 ,$60.00 ,880.80
7054695,37.76022472,-122.4204972,2,$155.00 ,,651.00
286816,37.76807164,-122.424595,6,$650.00 ,$100.00 ,2630.00
8052840,37.76512659,-122.4104002,2,$100.00 ,$75.00 ,345.00
8459807,37.75829739,-122.419475,6,$220.00 ,$80.00 ,844.00
2023510,37.75870533,-122.4165946,6,$375.00 ,$200.00 ,1375.00
663623,37.75797189,-122.4096018,6,$245.00 ,$90.00 ,939.00
10994515,37.76282268,-122.4186276,4,$350.00 ,$100.00 ,1370.00
16119981,37.7592379,-122.4245943,2,$95.00 ,$40.00 ,359.00
10789325,37.75951725,-122.4219182,6,"$1,500.00 ",,6300.00
16846851,37.75773211,-122.4104305,2,$115.00 ,,483.00
6365190,37.75653661,-122.419275,4,$89.00 ,$29.00 ,344.80
298368,37.76258853,-122.4174764,2,$170.00 ,$100.00 ,614.00
1269738,37.76055316,-122.4208676,3,$190.00 ,$50.00 ,748.00
13885405,37.75752397,-122.4146837,6,$300.00 ,$95.00 ,1165.00
9592800,37.75861652,-122.423829,5,$450.00 ,$250.00 ,1640.00
8703369,37.76934355,-122.4228242,4,$199.00 ,$150.00 ,685.80
5152716,37.74911936,-122.4223903,1,$110.00 ,$40.00 ,422.00
16256385,37.75282381,-122.4130389,2,$165.00 ,$65.00 ,628.00
499096,37.75852755,-122.4238706,2,$100.00 ,$50.00 ,370.00
10001830,37.76431325,-122.4156947,2,$190.00 ,,798.00
11115880,37.75471988,-122.4103397,4,$350.00 ,$100.00 ,1370.00
5299538,37.75667816,-122.4147033,1,$33.00 ,,138.60
138592,37.75557545,-122.4247407,8,$780.00 ,$250.00 ,3026.00
8228206,37.75659849,-122.414179,5,$305.00 ,$125.00 ,1156.00
13830188,37.75295529,-122.4038429,2,$95.00 ,$45.00 ,354.00
1301798,37.76907821,-122.4203199,2,$89.00 ,$45.00 ,328.80
13327656,37.7672784,-122.4223073,2,$109.00 ,$25.00 ,432.80
5299461,37.75852594,-122.4133371,1,$55.00 ,,231.00
17510273,37.7671807,-122.4204302,3,$135.00 ,$50.00 ,517.00
13797041,37.75573674,-122.4108047,6,$360.00 ,$70.00 ,1442.00
7712636,37.75339878,-122.4173487,1,$150.00 ,,630.00
10771685,37.7593975,-122.4177266,2,$100.00 ,$60.00 ,360.00
15342819,37.7623415,-122.4152495,2,$400.00 ,,1680.00
15852721,37.76082204,-122.4191647,1,$24.00 ,$30.00 ,70.80
