id,latitude,longitude,square_feet,price,review_scores_rating
9345890,37.75023463,-122.4149721,,$52.00 ,90
10251,37.75874295,-122.413272,,$250.00 ,95
10889290,37.7615991,-122.4216489,,"$1,000.00 ",
14673975,37.76539394,-122.4183993,,$95.00 ,92
7546927,37.77142456,-122.4234505,,"$1,000.00 ",
10070039,37.75967033,-122.4147865,,$325.00 ,97
15853561,37.76207429,-122.4063294,,$650.00 ,100
187730,37.75756728,-122.4193947,,$65.00 ,97
17590102,37.76847404,-122.4251584,,$125.00 ,100
9119573,37.75975848,-122.4071105,,$325.00 ,95
17329609,37.75986511,-122.41754,,$75.00 ,100
17464690,37.75862522,-122.4196387,,$78.00 ,100
829185,37.77109003,-122.4240191,,$399.00 ,99
943851,37.75708418,-122.4080119,,$207.00 ,100
14125801,37.7615023,-122.4211684,,$320.00 ,100
2188976,37.76456493,-122.4138323,,$101.00 ,92
420160,37.76317552,-122.4070776,,$99.00 ,96
7956829,37.75570083,-122.4232314,,$300.00 ,96
1370425,37.7487178,-122.4199096,,$202.00 ,95
2255169,37.75608406,-122.4225961,,$71.00 ,93
9578797,37.76174179,-122.4175331,,$107.00 ,100
3238142,37.75523738,-122.4219086,,$196.00 ,92
3268637,37.76239584,-122.4065616,,$70.00 ,93
7904207,37.75813893,-122.4143756,,$170.00 ,80
15771352,37.75753408,-122.410455,,$225.00 ,80
5482173,37.7666713,-122.4239593,,$225.00 ,
2188919,37.76602128,-122.4165001,,$99.00 ,93
6973090,37.75503446,-122.4190692,,$65.00 ,93
15296054,37.7623101,-122.4197122,,$300.00 ,
501057,37.74946151,-122.4091694,,$255.00 ,97
3073304,37.76299792,-122.4217049,,$95.00 ,96
2601183,37.75249635,-122.4099389,,$75.00 ,
7955738,37.76450813,-122.4164842,,$90.00 ,92
7256961,37.75420874,-122.4177143,,$105.00 ,92
7873804,37.76720776,-122.4171204,,$50.00 ,93
8742154,37.75171999,-122.4138625,,$463.00 ,96
2319598,37.75559219,-122.4227863,,$195.00 ,91
3105998,37.75228981,-122.4159339,,$200.00 ,98
7578824,37.76028596,-122.4234149,,$138.00 ,
7565515,37.76649136,-122.4065846,,$120.00 ,100
5007321,37.7656085,-122.4200594,,$239.00 ,97
9480122,37.75135009,-122.4235024,,$140.00 ,99
6924208,37.75315747,-122.4051128,,$195.00 ,95
7940010,37.75043561,-122.413185,,$160.00 ,100
9242110,37.76635223,-122.4211437,,$129.00 ,95
386966,37.75658265,-122.4169822,,$260.00 ,97
17639292,37.76766368,-122.424679,,$200.00 ,100
625935,37.75701828,-122.4212952,,$140.00 ,98
802839,37.75924925,-122.4230581,,$300.00 ,100
5858486,37.76264179,-122.4199421,,$168.00 ,100
10767017,37.76235785,-122.4238459,,$575.00 ,98
1112462,37.76164834,-122.4205553,,$350.00 ,100
11674758,37.76563516,-122.4174603,,$135.00 ,94
648308,37.75162534,-122.4177249,,$100.00 ,88
10232789,37.76249149,-122.4202518,,$97.00 ,100
14181323,37.76746906,-122.4241287,,$139.00 ,90
17015758,37.76654759,-122.4225179,,$110.00 ,
10773437,37.76933455,-122.4226493,,$300.00 ,
12624810,37.75522009,-122.4154076,,$120.00 ,85
5628824,37.74880339,-122.4210351,,$220.00 ,100
1471146,37.76742485,-122.423743,0,$110.00 ,98
7309656,37.75347337,-122.4193957,,$295.00 ,97
5196399,37.7568687,-122.4146032,,$55.00 ,97
5989890,37.75366029,-122.4228086,,$219.00 ,
4777415,37.75945121,-122.4233564,,$325.00 ,100
10708414,37.7611278,-122.4221764,,$190.00 ,100
3139003,37.76130382,-122.4087676,,$75.00 ,
9545064,37.75072511,-122.4149275,,$109.00 ,95
2198399,37.76514597,-122.4160758,,$99.00 ,94
779109,37.75029025,-122.4215714,160,$160.00 ,95
5038958,37.75446574,-122.4209953,,$100.00 ,
9921369,37.75206557,-122.4220245,,$49.00 ,86
6234975,37.76346934,-122.4237031,,"$1,200.00 ",
5202735,37.74994293,-122.4172164,,$189.00 ,99
2182851,37.76521165,-122.4165293,,$105.00 ,94
4661955,37.75015862,-122.4128977,,$195.00 ,97
10074911,37.75742589,-122.4085392,,$190.00 ,80
9593505,37.76051646,-122.4096362,,$350.00 ,98
8135338,37.76728815,-122.4156191,,$65.00 ,
6359673,37.7567545,-122.4092142,,$100.00 ,
16812656,37.76891477,-122.4179894,,$95.00 ,98
16310932,37.75912096,-122.4243675,,$200.00 ,100
17097361,37.76557474,-122.426239,,$125.00 ,90
7004802,37.76998771,-122.4226806,,$245.00 ,96
2613882,37.75284831,-122.4215144,,$139.00 ,
12952172,37.76222242,-122.4078375,,$189.00 ,86
10969673,37.75649047,-122.4255064,,$250.00 ,100
16737908,37.76200238,-122.4205167,,$185.00 ,
6481492,37.7552773,-122.4104774,,$375.00 ,93
8114515,37.76992689,-122.4228783,,$118.00 ,100
10528294,37.76094674,-122.4209833,,$130.00 ,99
3384413,37.76010961,-122.4185262,,$327.00 ,95
905399,37.74874493,-122.4182491,,$80.00 ,97
1877071,37.75412286,-122.4062341,,$175.00 ,80
17476444,37.75304967,-122.4117532,,$70.00 ,
17736082,37.75548251,-122.4252203,,$61.00 ,100
8594468,37.76760458,-122.4189063,,$99.00 ,97
9471413,37.76066624,-122.4246374,,$250.00 ,100
8167990,37.75514538,-122.4196644,,$135.00 ,92
10297903,37.7701263,-122.4216067,,$175.00 ,98
8577678,37.76513014,-122.4241644,,$85.00 ,
10981467,37.77082415,-122.4228335,,$325.00 ,
991765,37.75570344,-122.4115061,,$250.00 ,97
14981892,37.75356104,-122.4107865,,$275.00 ,80
15328485,37.76830528,-122.420741,,$70.00 ,90
8833630,37.75279882,-122.4166892,,$75.00 ,90
1499630,37.74994308,-122.4164356,,$250.00 ,98
1970257,37.75114043,-122.4078588,,$240.00 ,98
487499,37.76098575,-122.4218298,750,$195.00 ,96
3377847,37.75717107,-122.409813,,$60.00 ,94
41399,37.75610669,-122.4186619,,$290.00 ,96
13636515,37.76510651,-122.4064693,,$66.00 ,
16900525,37.75368076,-122.4205052,,$249.00 ,100
680288,37.75192025,-122.4136513,450,$140.00 ,97
11939561,37.75176801,-122.4154344,,$160.00 ,98
57676,37.75762489,-122.4193257,500,$99.00 ,95
1859925,37.75776588,-122.4195127,,$60.00 ,96
10494263,37.75628493,-122.4234923,,$150.00 ,
100710,37.75629056,-122.4251775,1500,$450.00 ,100
41743,37.76789362,-122.4200106,,$300.00 ,83
10989476,37.75815049,-122.4209271,,$175.00 ,
10972053,37.75870508,-122.4092541,,$800.00 ,100
13714899,37.75362764,-122.4240429,,$199.00 ,99
664315,37.7531555,-122.4212498,1,$950.00 ,100
12575461,37.75195465,-122.423666,,$195.00 ,95
4236013,37.75277277,-122.4150602,,$120.00 ,
2236694,37.7508266,-122.4107258,,$95.00 ,98
778520,37.76845124,-122.422279,,$129.00 ,94
1062497,37.76312154,-122.4258955,,$200.00 ,98
16467328,37.75397923,-122.4120546,,$55.00 ,89
15409400,37.7509893,-122.4123912,,$180.00 ,100
9281778,37.75125908,-122.41959,,$182.00 ,100
1695983,37.75442495,-122.4225268,,$450.00 ,100
2629833,37.75392028,-122.4250217,,$232.00 ,95
2927781,37.76715056,-122.4175619,,$189.00 ,99
1417398,37.75725607,-122.4125369,,$110.00 ,96
16518555,37.75678598,-122.4117116,,$225.00 ,
3073393,37.76258743,-122.4246365,,$425.00 ,92
6119683,37.76181574,-122.4214326,,$199.00 ,98
14165362,37.75857146,-122.4090347,,$115.00 ,97
9028989,37.76506038,-122.4252117,,$45.00 ,80
7823524,37.75465206,-122.4108748,,$99.00 ,
16101403,37.74901877,-122.4248465,,$120.00 ,87
4825217,37.7665383,-122.4239299,,$224.00 ,98
7054695,37.76022472,-122.4204972,,$155.00 ,
286816,37.76807164,-122.424595,,$650.00 ,94
8052840,37.76512659,-122.4104002,,$100.00 ,
8459807,37.75829739,-122.419475,,$220.00 ,77
2023510,37.75870533,-122.4165946,,$375.00 ,93
663623,37.75797189,-122.4096018,1500,$245.00 ,97
10994515,37.76282268,-122.4186276,,$350.00 ,
16119981,37.7592379,-122.4245943,,$95.00 ,
10789325,37.75951725,-122.4219182,,"$1,500.00 ",
16846851,37.75773211,-122.4104305,,$115.00 ,
6365190,37.75653661,-122.419275,,$89.00 ,96
298368,37.76258853,-122.4174764,,$170.00 ,98
1269738,37.76055316,-122.4208676,,$190.00 ,94
13885405,37.75752397,-122.4146837,,$300.00 ,94
9592800,37.75861652,-122.423829,,$450.00 ,100
8703369,37.76934355,-122.4228242,,$199.00 ,98
5152716,37.74911936,-122.4223903,,$110.00 ,
16256385,37.75282381,-122.4130389,,$165.00 ,94
499096,37.75852755,-122.4238706,,$100.00 ,95
10001830,37.76431325,-122.4156947,,$190.00 ,
11115880,37.75471988,-122.4103397,,$350.00 ,99
5299538,37.75667816,-122.4147033,,$33.00 ,93
138592,37.75557545,-122.4247407,2600,$780.00 ,98
8228206,37.75659849,-122.414179,,$305.00 ,96
13830188,37.75295529,-122.4038429,,$95.00 ,100
1301798,37.76907821,-122.4203199,,$89.00 ,92
13327656,37.7672784,-122.4223073,,$109.00 ,96
5299461,37.75852594,-122.4133371,,$55.00 ,97
17510273,37.7671807,-122.4204302,,$135.00 ,100
13797041,37.75573674,-122.4108047,,$360.00 ,100
7712636,37.75339878,-122.4173487,,$150.00 ,100
10771685,37.7593975,-122.4177266,,$100.00 ,100
15342819,37.7623415,-122.4152495,,$400.00 ,
15852721,37.76082204,-122.4191647,,$24.00 ,85
23540,37.75065033,-122.4198382,1000,$225.00 ,96
774323,37.76022146,-122.425508,,$140.00 ,97
9219917,37.76662828,-122.4178155,,$128.00 ,96
1931763,37.76118152,-122.4191111,,$150.00 ,91
9903046,37.75080904,-122.4163747,,$599.00 ,100
5446565,37.76999787,-122.4198414,,$180.00 ,92
7342996,37.75122573,-122.4236679,,$210.00 ,100
548765,37.75524895,-122.4099138,,$315.00 ,95
14994786,37.75442005,-122.4099231,,$89.00 ,70
6348721,37.75192598,-122.4217791,,$60.00 ,85
2783899,37.75905882,-122.4218547,,$200.00 ,94
14292435,37.76134648,-122.4207622,,$115.00 ,98
10280573,37.75111378,-122.4133564,,$175.00 ,98
11624048,37.76668745,-122.4211264,,$206.00 ,100
2188561,37.76120327,-122.4073464,,$449.00 ,92
351821,37.75869748,-122.4110783,,$272.00 ,95
15867485,37.76145652,-122.4204264,,$150.00 ,90
11352921,37.76099617,-122.4217991,,$245.00 ,99
810552,37.75913995,-122.4100002,,$89.00 ,96
14671407,37.77005855,-122.4231424,,$75.00 ,70
15523355,37.75917544,-122.4082493,,$58.00 ,
16014861,37.76764592,-122.4196852,,$200.00 ,
10735339,37.76622617,-122.4193958,,$120.00 ,84
9559555,37.75604803,-122.4153785,,$45.00 ,
11067041,37.76221383,-122.4203222,,$125.00 ,100
14571205,37.75006196,-122.407914,,$85.00 ,87
1154506,37.76670376,-122.4182613,,$60.00 ,87
12115392,37.75675319,-122.4246655,,$90.00 ,83
1511076,37.76346479,-122.4250033,,$145.00 ,99
8805264,37.75893796,-122.419015,,$170.00 ,96
6413206,37.75808118,-122.4223412,,$275.00 ,
1216322,37.75432765,-122.4101774,,$190.00 ,
4748287,37.7565266,-122.409218,,$65.00 ,96
1203062,37.75598698,-122.4221984,,$225.00 ,100
4199015,37.76056915,-122.424051,,$195.00 ,96
1333047,37.74993523,-122.4145209,,$119.00 ,98
39753,37.75546755,-122.4077818,,$399.00 ,99
2513724,37.76588669,-122.4159867,,$95.00 ,93
6495015,37.75971732,-122.4216425,,$210.00 ,95
10722086,37.76392905,-122.4188655,,$400.00 ,
4987668,37.76034674,-122.4194064,,$110.00 ,100
17654515,37.75765004,-122.4135393,,$69.00 ,90
15424260,37.75446165,-122.4240245,,$85.00 ,97
4588670,37.74996773,-122.4188683,,$230.00 ,95
11947606,37.75993508,-122.4205575,,$85.00 ,
11852529,37.74970938,-122.4206154,,$120.00 ,80
760539,37.76753421,-122.4218769,,$89.00 ,89
7008961,37.76926225,-122.4239934,,$200.00 ,70
17475362,37.76200076,-122.4222852,,$60.00 ,
5085892,37.75145428,-122.4190148,,$80.00 ,
15134688,37.76438703,-122.4110645,,$175.00 ,
13588571,37.76082631,-122.4201035,,$250.00 ,92
3073320,37.76229236,-122.4209399,,$125.00 ,96
3667551,37.76255532,-122.4216806,,$129.00 ,94
9494210,37.76895856,-122.4247186,,$289.00 ,98
14180032,37.75338652,-122.4220808,,$180.00 ,100
7151287,37.75109863,-122.421503,,$300.00 ,96
14808517,37.76140315,-122.416887,,$200.00 ,80
859310,37.75696702,-122.420192,,$135.00 ,95
909063,37.76605143,-122.4206619,,$80.00 ,99
115903,37.76172137,-122.4230352,140,$90.00 ,96
6823057,37.75740037,-122.4208898,,$100.00 ,
15522956,37.75498966,-122.4073403,,$79.00 ,
13884539,37.76455296,-122.4079509,,$95.00 ,100
12311665,37.75593645,-122.4097483,,$499.00 ,96
3687608,37.75117506,-122.412172,,$185.00 ,98
16571490,37.75818211,-122.4071974,,$575.00 ,
9924449,37.75584484,-122.4087695,,$165.00 ,92
10769149,37.76789206,-122.4175331,,"$1,500.00 ",
400433,37.76015982,-122.4226466,,$285.00 ,100
5413930,37.7651071,-122.4220663,,$214.00 ,93
1163946,37.76201503,-122.4186318,,$150.00 ,90
7805578,37.75673561,-122.4110877,,$295.00 ,100
7808104,37.76191229,-122.4234471,,$202.00 ,100
5806694,37.75413193,-122.4090766,,$70.00 ,90
14551535,37.75395025,-122.4150456,,$95.00 ,100
662082,37.75183432,-122.4182426,,$140.00 ,96
2611820,37.75931575,-122.4212085,,$220.00 ,94
10473103,37.75002252,-122.414301,,$690.00 ,
1620279,37.74976068,-122.4101228,,$300.00 ,97
11303760,37.76222156,-122.4164928,,$100.00 ,98
4446003,37.75488841,-122.4102091,,$115.00 ,88
15423790,37.75426968,-122.4249502,,$84.00 ,92
8312602,37.75541585,-122.4181277,,$150.00 ,100
7823062,37.75686656,-122.4162402,,$285.00 ,93
3727061,37.75510678,-122.4151479,,$425.00 ,97
3940055,37.7538535,-122.4122535,,"$1,200.00 ",85
13950667,37.74850779,-122.4196191,,$350.00 ,100
384689,37.75638877,-122.4151231,,$169.00 ,96
560440,37.76050137,-122.4231686,,$195.00 ,100
9350779,37.76143174,-122.4206759,,$95.00 ,100
10000073,37.76470293,-122.4221973,,$149.00 ,95
13625546,37.75564467,-122.4114185,,$172.00 ,98
9843279,37.76676462,-122.4192121,,$190.00 ,100
8869579,37.77087775,-122.4234898,,$100.00 ,100
4527553,37.75418875,-122.4158975,,$290.00 ,97
2856374,37.76974154,-122.4238344,,$100.00 ,87
6886839,37.75569547,-122.4144864,,$249.00 ,100
14570892,37.76478009,-122.4068027,,$95.00 ,100
16322671,37.75147569,-122.4091767,,$75.00 ,99
15471316,37.75899436,-122.4075427,,$80.00 ,90
8099186,37.75504556,-122.4252385,,"$1,400.00 ",100
2193638,37.76537968,-122.4145571,,$195.00 ,91
1737616,37.76466538,-122.4247075,,$120.00 ,100
8541515,37.7564906,-122.4144543,,$90.00 ,88
6357895,37.75546545,-122.4089539,,$175.00 ,95
14341440,37.75270431,-122.411517,,$210.00 ,99
134978,37.76276674,-122.4238285,,$130.00 ,87
3594786,37.75932619,-122.4190707,,$200.00 ,98
9918897,37.75221477,-122.4071722,,$69.00 ,100
14948905,37.75805135,-122.4225549,,$450.00 ,100
1890853,37.76157687,-122.422928,,$160.00 ,97
4616040,37.75900265,-122.4213177,,$135.00 ,97
13585679,37.75321807,-122.4138641,,$160.00 ,99
1232133,37.75979938,-122.4203013,,$250.00 ,100
9130888,37.75727525,-122.4084888,,$95.00 ,100
2628017,37.75947969,-122.4193283,,$200.00 ,100
3791261,37.75827812,-122.4094131,,$90.00 ,
6052238,37.76986546,-122.4255317,,$350.00 ,100
14655185,37.76495306,-122.4228439,,$110.00 ,96
11442567,37.76515227,-122.4058378,,$125.00 ,
13031795,37.75834501,-122.4117471,,$215.00 ,95
16406893,37.76354058,-122.4251715,,$110.00 ,100
6199643,37.7631106,-122.4205266,,$462.00 ,
3250486,37.76448974,-122.4245924,,$122.00 ,98
14342450,37.75488403,-122.4076996,,$147.00 ,95
8734202,37.76805409,-122.4215238,,$150.00 ,93
14965025,37.76589579,-122.4233179,,$109.00 ,100
