"latitude","longitude","price",
40.5739,-125.9,52,
40.5751,-125.901,52,
40.5764,-125.903,107,
40.5776,-125.904,91,
40.5789,-125.906,88,
40.5801,-125.907,79,
40.5813,-125.909,80,
40.5826,-125.91,82,
40.5838,-125.912,92,
40.5851,-125.913,90,
40.5863,-125.914,98,
40.5876,-125.916,52,
40.5888,-125.917,104,
40.59,-125.919,364,
40.5913,-125.92,634,
40.5925,-125.922,379,
40.5938,-125.923,121,
40.595,-125.925,109,
40.5962,-125.926,121,
40.5975,-125.928,57,
40.5987,-125.929,116,
40.6,-125.931,55,
40.6012,-125.932,51,
40.6025,-125.934,53,
40.6037,-125.935,52,
40.6049,-125.936,54,
40.6062,-125.938,53,
40.6074,-125.939,53,
40.6087,-125.941,52,
40.6099,-125.942,51,
40.6111,-125.944,52,
40.6124,-125.945,53,
40.6136,-125.947,56,
40.6149,-125.948,51,
40.6161,-125.95,53,
40.6174,-125.951,55,
40.6186,-125.953,56,
40.6198,-125.954,54,
40.6211,-125.956,56,
40.6223,-125.957,58,
40.6236,-125.958,55,
40.6248,-125.96,56,
40.626,-125.961,55,
40.6273,-125.963,83,
40.6285,-125.964,62,
40.6298,-125.966,77,
40.631,-125.967,56,
40.6323,-125.969,59,
40.6335,-125.97,51,
40.6347,-125.972,80,
40.636,-125.973,64,
40.6372,-125.975,69,
40.6385,-125.976,58,
40.6397,-125.978,67,
40.6409,-125.979,52,
40.6422,-125.98,80,
40.6434,-125.982,68,
40.6447,-125.983,61,
40.6459,-125.985,69,
40.6472,-125.986,65,
40.6484,-125.988,67,
40.6496,-125.989,69,
40.6509,-125.991,67,
40.6521,-125.992,76,
40.6534,-125.994,74,
40.6546,-125.995,84,
40.6558,-125.997,79,
40.6571,-125.998,273,
40.6583,-126,88,
40.6596,-126.001,89,
40.6608,-126.002,90,
40.6621,-126.004,87,
40.6633,-126.005,86,
40.6645,-126.007,84,
40.6658,-126.008,52,
40.667,-126.01,85,
40.6683,-126.011,82,
40.6695,-126.013,87,
40.6707,-126.014,82,
40.672,-126.016,84,
40.6732,-126.017,91,
40.6745,-126.019,51,
40.6757,-126.02,56,
40.677,-126.022,85,
40.6782,-126.023,73,
40.6794,-126.024,89,
40.6807,-126.026,88,
40.6819,-126.027,52,
40.6832,-126.029,85,
40.6844,-126.03,52,
40.6856,-126.032,63,
40.6869,-126.033,51,
40.6881,-126.035,96,
40.6894,-126.036,103,
40.6906,-126.038,90,
40.6919,-126.039,81,
40.6931,-126.041,79,
40.6943,-126.042,95,
40.6956,-126.044,51,
40.6968,-126.045,51,
40.6981,-126.047,92,
40.6993,-126.048,88,
40.7005,-126.049,51,
40.7018,-126.051,52,
40.703,-126.052,91,
40.7043,-126.054,85,
40.7055,-126.055,80,
40.7068,-126.057,92,
40.708,-126.058,82,
40.7092,-126.06,93,
40.7105,-126.061,97,
40.7117,-126.063,51,
40.713,-126.064,116,
40.7142,-126.066,121,
40.7154,-126.067,379,
40.7167,-126.069,760,
40.7179,-126.07,400,
40.7192,-126.071,128,
40.7204,-126.073,63,
40.7217,-126.074,129,
40.7229,-126.076,62,
40.7241,-126.077,113,
40.7254,-126.079,124,
40.7266,-126.08,55,
40.7279,-126.082,53,
40.7291,-126.083,54,
40.7303,-126.085,59,
40.7316,-126.086,57,
40.7328,-126.088,52,
40.7341,-126.089,55,
40.7353,-126.091,55,
40.7366,-126.092,54,
40.7378,-126.093,53,
40.739,-126.095,54,
40.7403,-126.096,55,
40.7415,-126.098,58,
40.7428,-126.099,53,
40.744,-126.101,57,
40.7452,-126.102,57,
40.7465,-126.104,58,
40.7477,-126.105,56,
40.749,-126.107,51,
40.7502,-126.108,52,
40.7515,-126.11,51,
40.7527,-126.111,77,
40.7539,-126.113,78,
40.7552,-126.114,57,
40.7564,-126.115,60,
40.7577,-126.117,51,
40.7589,-126.118,79,
40.7601,-126.12,64,
40.7614,-126.121,69,
40.7626,-126.123,58,
40.7639,-126.124,67,
40.7651,-126.126,53,
40.7664,-126.127,72,
40.7676,-126.129,68,
40.7688,-126.13,61,
40.7701,-126.132,61,
40.7713,-126.133,64,
40.7726,-126.135,65,
40.7738,-126.136,63,
40.775,-126.137,69,
40.7763,-126.139,75,
40.7775,-126.14,73,
40.7788,-126.142,82,
40.78,-126.143,76,
40.7813,-126.145,88,
40.7825,-126.146,74,
40.7837,-126.148,61,
40.785,-126.149,79,
40.7862,-126.151,56,
40.7875,-126.152,59,
40.7887,-126.154,258,
40.7899,-126.155,78,
40.7912,-126.157,84,
40.7924,-126.158,85,
40.7937,-126.159,84,
40.7949,-126.161,79,
40.7962,-126.162,80,
40.7974,-126.164,86,
40.7986,-126.165,51,
40.7999,-126.167,55,
40.8011,-126.168,81,
40.8024,-126.17,83,
40.8036,-126.171,81,
40.8048,-126.173,87,
40.8061,-126.174,83,
40.8073,-126.176,85,
40.8086,-126.177,88,
40.8098,-126.179,79,
40.8111,-126.18,52,
40.8123,-126.182,79,
40.8135,-126.183,79,
40.8148,-126.184,142,
40.816,-126.186,56,
40.8173,-126.187,57,
40.8185,-126.189,92,
40.8197,-126.19,60,
40.821,-126.192,96,
40.8222,-126.193,57,
40.8235,-126.195,59,
40.8247,-126.196,100,
40.826,-126.198,61,
40.8272,-126.199,56,
40.8284,-126.201,79,
40.8297,-126.202,90,
40.8309,-126.204,93,
40.8322,-126.205,84,
40.8334,-126.206,85,
40.8346,-126.208,97,
40.8359,-126.209,107,
40.8371,-126.211,56,
40.8384,-126.212,118,
40.8396,-126.214,125,
40.8409,-126.215,401,
40.8421,-126.217,716,
40.8433,-126.218,432,
40.8446,-126.22,124,
40.8458,-126.221,64,
40.8471,-126.223,61,
40.8483,-126.224,122,
40.8495,-126.226,62,
40.8508,-126.227,121,
40.852,-126.228,131,
40.8533,-126.23,52,
40.8545,-126.231,59,
40.8558,-126.233,57,
40.857,-126.234,57,
40.8582,-126.236,54,
40.8595,-126.237,54,
40.8607,-126.239,54,
40.862,-126.24,57,
40.8632,-126.242,56,
40.8644,-126.243,56,
40.8657,-126.245,55,
40.8669,-126.246,56,
40.8682,-126.248,56,
40.8694,-126.249,53,
40.8707,-126.25,55,
40.8719,-126.252,57,
40.8731,-126.253,58,
40.8744,-126.255,55,
40.8756,-126.256,53,
40.8769,-126.258,51,
40.8781,-126.259,54,
40.8793,-126.261,76,
40.8806,-126.262,60,
40.8818,-126.264,52,
40.8831,-126.265,79,
40.8843,-126.267,65,
40.8856,-126.268,69,
40.8868,-126.27,58,
40.888,-126.271,66,
40.8893,-126.272,52,
40.8905,-126.274,73,
40.8918,-126.275,62,
40.893,-126.277,60,
40.8942,-126.278,64,
40.8955,-126.28,68,
40.8967,-126.281,68,
40.898,-126.283,66,
40.8992,-126.284,70,
40.9005,-126.286,75,
40.9017,-126.287,74,
40.9029,-126.289,81,
40.9042,-126.29,77,
40.9054,-126.292,89,
40.9067,-126.293,68,
40.9079,-126.294,60,
40.9091,-126.296,81,
40.9104,-126.297,60,
40.9116,-126.299,62,
40.9129,-126.3,81,
40.9141,-126.302,52,
40.9154,-126.303,63,
40.9166,-126.305,52,
40.9178,-126.306,75,
40.9191,-126.308,52,
40.9203,-126.309,59,
40.9216,-126.311,86,
40.9228,-126.312,71,
40.924,-126.314,54,
40.9253,-126.315,64,
40.9265,-126.317,66,
40.9278,-126.318,63,
40.929,-126.319,88,
40.9303,-126.321,78,
40.9315,-126.322,78,
40.9327,-126.324,91,
40.934,-126.325,57,
40.9352,-126.327,51,
40.9365,-126.328,91,
40.9377,-126.33,102,
40.9389,-126.331,62,
40.9402,-126.333,74,
40.9414,-126.334,71,
40.9427,-126.336,85,
40.9439,-126.337,102,
40.9452,-126.339,89,
40.9464,-126.34,86,
40.9476,-126.341,88,
40.9489,-126.343,51,
40.9501,-126.344,51,
40.9514,-126.346,91,
40.9526,-126.347,80,
40.9538,-126.349,85,
40.9551,-126.35,95,
40.9563,-126.352,91,
40.9576,-126.353,83,
40.9588,-126.355,100,
40.9601,-126.356,52,
40.9613,-126.358,55,
40.9625,-126.359,117,
40.9638,-126.361,61,
40.965,-126.362,116,
40.9663,-126.363,429,
40.9675,-126.365,881,
40.9687,-126.366,442,
40.97,-126.368,127,
40.9712,-126.369,127,
40.9725,-126.371,63,
40.9737,-126.372,63,
40.975,-126.374,124,
40.9762,-126.375,64,
40.9774,-126.377,124,
40.9787,-126.378,59,
40.9799,-126.38,58,
40.9812,-126.381,53,
40.9824,-126.383,58,
40.9836,-126.384,55,
40.9849,-126.385,55,
40.9861,-126.387,55,
40.9874,-126.388,55,
40.9886,-126.39,55,
40.9899,-126.391,55,
40.9911,-126.393,54,
40.9923,-126.394,53,
40.9936,-126.396,54,
40.9948,-126.397,57,
40.9961,-126.399,55,
40.9973,-126.4,53,
40.9985,-126.402,55,
40.9998,-126.403,51,
41.001,-126.405,81,
41.0023,-126.406,51,
41.0035,-126.407,74,
41.0048,-126.409,77,
41.006,-126.41,52,
41.0072,-126.412,80,
41.0085,-126.413,64,
41.0097,-126.415,69,
41.011,-126.416,57,
41.0122,-126.418,66,
41.0134,-126.419,52,
41.0147,-126.421,73,
41.0159,-126.422,63,
41.0172,-126.424,67,
41.0184,-126.425,67,
41.0197,-126.427,61,
41.0209,-126.428,67,
41.0221,-126.429,64,
41.0234,-126.431,65,
41.0246,-126.432,75,
41.0259,-126.434,74,
41.0271,-126.435,82,
41.0283,-126.437,74,
41.0296,-126.438,87,
41.0308,-126.44,69,
41.0321,-126.441,67,
41.0333,-126.443,85,
41.0346,-126.444,53,
41.0358,-126.446,60,
41.037,-126.447,78,
41.0383,-126.449,78,
41.0395,-126.45,64,
41.0408,-126.452,54,
41.042,-126.453,74,
41.0432,-126.454,53,
41.0445,-126.456,57,
41.0457,-126.457,80,
41.047,-126.459,72,
41.0482,-126.46,98,
41.0495,-126.462,65,
41.0507,-126.463,69,
41.0519,-126.465,64,
41.0532,-126.466,88,
41.0544,-126.468,75,
41.0557,-126.469,80,
41.0569,-126.471,52,
41.0581,-126.472,62,
41.0594,-126.474,52,
41.0606,-126.475,96,
41.0619,-126.476,98,
41.0631,-126.478,60,
41.0644,-126.479,80,
41.0656,-126.481,74,
41.0668,-126.482,91,
41.0681,-126.484,95,
41.0693,-126.485,94,
41.0706,-126.487,86,
41.0718,-126.488,82,
41.073,-126.49,51,
41.0743,-126.491,51,
41.0755,-126.493,81,
41.0768,-126.494,89,
41.078,-126.496,87,
41.0793,-126.497,92,
41.0805,-126.498,93,
41.0817,-126.5,91,
41.083,-126.501,90,
41.0842,-126.503,106,
41.0855,-126.504,52,
41.0867,-126.506,57,
41.0879,-126.507,122,
41.0892,-126.509,60,
41.0904,-126.51,123,
41.0917,-126.512,442,
41.0929,-126.513,761,
41.0942,-126.515,395,
41.0954,-126.516,131,
41.0966,-126.518,130,
41.0979,-126.519,130,
41.0991,-126.52,64,
41.1004,-126.522,66,
41.1016,-126.523,112,
41.1028,-126.525,61,
41.1041,-126.526,125,
41.1053,-126.528,59,
41.1066,-126.529,123,
41.1078,-126.531,56,
41.1091,-126.532,58,
41.1103,-126.534,56,
41.1115,-126.535,56,
41.1128,-126.537,58,
41.114,-126.538,55,
41.1153,-126.54,55,
41.1165,-126.541,57,
41.1177,-126.542,55,
41.119,-126.544,54,
41.1202,-126.545,54,
41.1215,-126.547,54,
41.1227,-126.548,53,
41.124,-126.55,52,
41.1252,-126.551,117,
41.1264,-126.553,51,
41.1277,-126.554,76,
41.1289,-126.556,62,
41.1302,-126.557,53,
41.1314,-126.559,51,
41.1326,-126.56,65,
41.1339,-126.562,69,
41.1351,-126.563,58,
41.1364,-126.565,67,
41.1376,-126.566,52,
41.1389,-126.567,72,
41.1401,-126.569,62,
41.1413,-126.57,59,
41.1426,-126.572,61,
41.1438,-126.573,64,
41.1451,-126.575,63,
41.1463,-126.576,67,
41.1475,-126.578,69,
41.1488,-126.579,78,
41.15,-126.581,72,
41.1513,-126.582,81,
41.1525,-126.584,75,
41.1538,-126.585,88,
41.155,-126.587,69,
41.1562,-126.588,59,
41.1575,-126.589,79,
41.1587,-126.591,56,
41.16,-126.592,57,
41.1612,-126.594,85,
41.1624,-126.595,82,
41.1637,-126.597,66,
41.1649,-126.598,249,
41.1662,-126.6,81,
41.1674,-126.601,76,
41.1687,-126.603,83,
41.1699,-126.604,86,
41.1711,-126.606,84,
41.1724,-126.607,77,
41.1736,-126.609,76,
41.1749,-126.61,82,
41.1761,-126.611,78,
41.1773,-126.613,85,
41.1786,-126.614,84,
41.1798,-126.616,82,
41.1811,-126.617,76,
41.1823,-126.619,78,
41.1836,-126.62,51,
41.1848,-126.622,88,
41.186,-126.623,87,
41.1873,-126.625,87,
41.1885,-126.626,85,
41.1898,-126.628,83,
41.191,-126.629,134,
41.1922,-126.631,58,
41.1935,-126.632,56,
41.1947,-126.633,89,
41.196,-126.635,56,
41.1972,-126.636,61,
41.1985,-126.638,98,
41.1997,-126.639,57,
41.2009,-126.641,56,
41.2022,-126.642,54,
41.2034,-126.644,57,
41.2047,-126.645,84,
41.2059,-126.647,92,
41.2071,-126.648,93,
41.2084,-126.65,98,
41.2096,-126.651,51,
41.2109,-126.653,54,
41.2121,-126.654,56,
41.2134,-126.655,114,
41.2146,-126.657,60,
41.2158,-126.658,126,
41.2171,-126.66,394,
41.2183,-126.661,688,
41.2196,-126.663,404,
41.2208,-126.664,134,
41.222,-126.666,67,
41.2233,-126.667,65,
41.2245,-126.669,67,
41.2258,-126.67,115,
41.227,-126.672,130,
41.2282,-126.673,64,
41.2295,-126.675,128,
41.2307,-126.676,63,
41.232,-126.677,125,
41.2332,-126.679,125,
41.2345,-126.68,57,
41.2357,-126.682,57,
41.2369,-126.683,59,
41.2382,-126.685,53,
41.2394,-126.686,56,
41.2407,-126.688,58,
41.2419,-126.689,56,
41.2431,-126.691,56,
41.2444,-126.692,58,
41.2456,-126.694,55,
41.2469,-126.695,55,
41.2481,-126.697,51,
41.2494,-126.698,51,
41.2506,-126.7,53,
41.2518,-126.701,77,
41.2531,-126.702,62,
41.2543,-126.704,66,
41.2556,-126.705,54,
41.2568,-126.707,66,
41.258,-126.708,86,
41.2593,-126.71,58,
41.2605,-126.711,66,
41.2618,-126.713,69,
41.263,-126.714,73,
41.2643,-126.716,63,
41.2655,-126.717,60,
41.2667,-126.719,61,
41.268,-126.72,67,
41.2692,-126.722,67,
41.2705,-126.723,66,
41.2717,-126.724,67,
41.2729,-126.726,77,
41.2742,-126.727,73,
41.2754,-126.729,80,
41.2767,-126.73,75,
41.2779,-126.732,86,
41.2792,-126.733,70,
41.2804,-126.735,60,
41.2816,-126.736,79,
41.2829,-126.738,59,
41.2841,-126.739,61,
41.2854,-126.741,80,
41.2866,-126.742,79,
41.2878,-126.744,65,
41.2891,-126.745,79,
41.2903,-126.746,73,
41.2916,-126.748,55,
41.2928,-126.749,57,
41.2941,-126.751,82,
41.2953,-126.752,73,
41.2965,-126.754,55,
41.2978,-126.755,63,
41.299,-126.757,70,
41.3003,-126.758,61,
41.3015,-126.76,87,
41.3027,-126.761,76,
41.304,-126.763,82,
41.3052,-126.764,89,
41.3065,-126.766,60,
41.3077,-126.767,51,
41.309,-126.768,94,
41.3102,-126.77,103,
41.3114,-126.771,51,
41.3127,-126.773,76,
41.3139,-126.774,78,
41.3152,-126.776,54,
41.3164,-126.777,99,
41.3176,-126.779,90,
41.3189,-126.78,88,
41.3201,-126.782,82,
41.3214,-126.783,93,
41.3226,-126.785,97,
41.3239,-126.786,91,
41.3251,-126.788,78,
41.3263,-126.789,93,
41.3276,-126.79,88,
41.3288,-126.792,83,
41.3301,-126.793,93,
41.3313,-126.795,98,
41.3325,-126.796,51,
41.3338,-126.798,52,
41.335,-126.799,54,
41.3363,-126.801,56,
41.3375,-126.802,114,
41.3388,-126.804,121,
41.34,-126.805,62,
41.3412,-126.807,115,
41.3425,-126.808,400,
41.3437,-126.81,793,
41.345,-126.811,393,
41.3462,-126.812,116,
41.3474,-126.814,115,
41.3487,-126.815,115,
41.3499,-126.817,58,
41.3512,-126.818,114,
41.3524,-126.82,112,
41.3537,-126.821,61,
41.3549,-126.823,59,
41.3561,-126.824,112,
41.3574,-126.826,60,
41.3586,-126.827,122,
41.3599,-126.829,57,
41.3611,-126.83,55,
41.3623,-126.832,53,
41.3636,-126.833,55,
41.3648,-126.835,54,
41.3661,-126.836,52,
41.3673,-126.837,52,
41.3686,-126.839,54,
41.3698,-126.84,51,
41.371,-126.842,57,
41.3723,-126.843,116,
41.3735,-126.845,114,
41.3748,-126.846,53,
41.376,-126.848,115,
41.3772,-126.849,75,
41.3785,-126.851,66,
41.3797,-126.852,52,
41.381,-126.854,66,
41.3822,-126.855,83,
41.3835,-126.857,74,
41.3847,-126.858,67,
41.3859,-126.859,66,
41.3872,-126.861,72,
41.3884,-126.862,62,
41.3897,-126.864,59,
41.3909,-126.865,78,
41.3921,-126.867,61,
41.3934,-126.868,69,
41.3946,-126.87,62,
41.3959,-126.871,73,
41.3971,-126.873,76,
41.3984,-126.874,75,
41.3996,-126.876,80,
41.4008,-126.877,73,
41.4021,-126.879,84,
41.4033,-126.88,68,
41.4046,-126.881,59,
41.4058,-126.883,95,
41.407,-126.884,53,
41.4083,-126.886,63,
41.4095,-126.887,82,
41.4108,-126.889,86,
41.412,-126.89,65,
41.4133,-126.892,84,
41.4145,-126.893,74,
41.4157,-126.895,53,
41.417,-126.896,56,
41.4182,-126.898,88,
41.4195,-126.899,73,
41.4207,-126.901,56,
41.4219,-126.902,63,
41.4232,-126.903,71,
41.4244,-126.905,62,
41.4257,-126.906,86,
41.4269,-126.908,52,
41.4282,-126.909,83,
41.4294,-126.911,90,
41.4306,-126.912,59,
41.4319,-126.914,53,
41.4331,-126.915,93,
41.4344,-126.917,100,
41.4356,-126.918,59,
41.4368,-126.92,85,
41.4381,-126.921,74,
41.4393,-126.923,55,
41.4406,-126.924,102,
41.4418,-126.925,89,
41.4431,-126.927,92,
41.4443,-126.928,80,
41.4455,-126.93,96,
41.4468,-126.931,99,
41.448,-126.933,89,
41.4493,-126.934,80,
41.4505,-126.936,91,
41.4517,-126.937,84,
41.453,-126.939,88,
41.4542,-126.94,96,
41.4555,-126.942,100,
41.4567,-126.943,53,
41.458,-126.945,52,
41.4592,-126.946,54,
41.4604,-126.947,56,
41.4617,-126.949,126,
41.4629,-126.95,62,
41.4642,-126.952,64,
41.4654,-126.953,115,
41.4666,-126.955,129,
41.4679,-126.956,392,
41.4691,-126.958,643,
41.4704,-126.959,385,
41.4716,-126.961,126,
41.4729,-126.962,61,
41.4741,-126.964,61,
41.4753,-126.965,112,
41.4766,-126.967,57,
41.4778,-126.968,61,
41.4791,-126.97,59,
41.4803,-126.971,110,
41.4815,-126.972,126,
41.4828,-126.974,63,
41.484,-126.975,60,
41.4853,-126.977,55,
41.4865,-126.978,55,
41.4878,-126.98,55,
41.489,-126.981,54,
41.4902,-126.983,52,
41.4915,-126.984,54,
41.4927,-126.986,52,
41.494,-126.987,54,
41.4952,-126.989,58,
41.4964,-126.99,51,
41.4977,-126.992,112,
41.4989,-126.993,54,
41.5002,-126.994,113,
41.5014,-126.996,112,
41.5027,-126.997,69,
41.5039,-126.999,53,
41.5051,-127,65,
41.5064,-127.002,51,
41.5076,-127.003,75,
41.5089,-127.005,68,
41.5101,-127.006,53,
41.5113,-127.008,73,
41.5126,-127.009,62,
41.5138,-127.011,59,
41.5151,-127.012,63,
41.5163,-127.014,76,
41.5176,-127.015,79,
41.5188,-127.016,67,
41.52,-127.018,68,
41.5213,-127.019,78,
41.5225,-127.021,70,
41.5238,-127.022,80,
41.525,-127.024,74,
41.5262,-127.025,89,
41.5275,-127.027,68,
41.5287,-127.028,59,
41.53,-127.03,51,
41.5312,-127.031,68,
41.5325,-127.033,73,
41.5337,-127.034,87,
41.5349,-127.036,81,
41.5362,-127.037,67,
41.5374,-127.038,85,
41.5387,-127.04,77,
41.5399,-127.041,53,
41.5411,-127.043,56,
41.5424,-127.044,84,
41.5436,-127.046,75,
41.5449,-127.047,53,
41.5461,-127.049,63,
41.5474,-127.05,69,
41.5486,-127.052,64,
41.5498,-127.053,87,
41.5511,-127.055,75,
41.5523,-127.056,81,
41.5536,-127.058,92,
41.5548,-127.059,60,
41.556,-127.06,113,
41.5573,-127.062,52,
41.5585,-127.063,55,
41.5598,-127.065,51,
41.561,-127.066,76,
41.5623,-127.068,75,
41.5635,-127.069,52,
41.5647,-127.071,98,
41.566,-127.072,95,
41.5672,-127.074,52,
41.5685,-127.075,53,
41.5697,-127.077,52,
41.5709,-127.078,94,
41.5722,-127.08,52,
41.5734,-127.081,52,
41.5747,-127.082,96,
41.5759,-127.084,83,
41.5772,-127.085,89,
41.5784,-127.087,83,
41.5796,-127.088,101,
41.5809,-127.09,97,
41.5821,-127.091,115,
41.5834,-127.093,52,
41.5846,-127.094,56,
41.5858,-127.096,58,
41.5871,-127.097,60,
41.5883,-127.099,124,
41.5896,-127.1,60,
41.5908,-127.102,132,
41.5921,-127.103,132,
41.5933,-127.105,389,
41.5945,-127.106,777,
41.5958,-127.107,417,
41.597,-127.109,120,
41.5983,-127.11,119,
41.5995,-127.112,58,
41.6007,-127.113,58,
41.602,-127.115,62,
41.6032,-127.116,61,
41.6045,-127.118,119,
41.6057,-127.119,62,
41.607,-127.121,61,
41.6082,-127.122,118,
41.6094,-127.124,57,
41.6107,-127.125,118,
41.6119,-127.127,56,
41.6132,-127.128,56,
41.6144,-127.129,54,
41.6156,-127.131,54,
41.6169,-127.132,53,
41.6181,-127.134,53,
41.6194,-127.135,56,
41.6206,-127.137,51,
41.6219,-127.138,123,
41.6231,-127.14,52,
41.6243,-127.141,60,
41.6256,-127.143,120,
41.6268,-127.144,53,
41.6281,-127.146,51,
41.6293,-127.147,65,
41.6305,-127.149,70,
41.6318,-127.15,73,
41.633,-127.151,68,
41.6343,-127.153,54,
41.6355,-127.154,51,
41.6368,-127.156,63,
41.638,-127.157,60,
41.6392,-127.159,62,
41.6405,-127.16,61,
41.6417,-127.162,64,
41.643,-127.163,79,
41.6442,-127.165,65,
41.6454,-127.166,77,
41.6467,-127.168,74,
41.6479,-127.169,78,
41.6492,-127.171,73,
41.6504,-127.172,84,
41.6517,-127.173,69,
41.6529,-127.175,60,
41.6541,-127.176,52,
41.6554,-127.178,53,
41.6566,-127.179,57,
41.6579,-127.181,83,
41.6591,-127.182,78,
41.6603,-127.184,66,
41.6616,-127.185,77,
41.6628,-127.187,72,
41.6641,-127.188,55,
41.6653,-127.19,55,
41.6666,-127.191,80,
41.6678,-127.193,73,
41.669,-127.194,99,
41.6703,-127.195,61,
41.6715,-127.197,71,
41.6728,-127.198,60,
41.674,-127.2,84,
41.6752,-127.201,74,
41.6765,-127.203,82,
41.6777,-127.204,88,
41.679,-127.206,56,
41.6802,-127.207,54,
41.6815,-127.209,90,
41.6827,-127.21,100,
41.6839,-127.212,55,
41.6852,-127.213,78,
41.6864,-127.215,71,
41.6877,-127.216,59,
41.6889,-127.217,100,
41.6901,-127.219,95,
41.6914,-127.22,84,
41.6926,-127.222,86,
41.6939,-127.223,52,
41.6951,-127.225,95,
41.6964,-127.226,89,
41.6976,-127.228,85,
41.6988,-127.229,81,
41.7001,-127.231,92,
41.7013,-127.232,83,
41.7026,-127.234,88,
41.7038,-127.235,102,
41.705,-127.237,105,
41.7063,-127.238,56,
41.7075,-127.24,53,
41.7088,-127.241,53,
41.71,-127.242,55,
41.7113,-127.244,58,
41.7125,-127.245,125,
41.7137,-127.247,112,
41.715,-127.248,62,
41.7162,-127.25,127,
41.7175,-127.251,130,
41.7187,-127.253,418,
41.7199,-127.254,764,
41.7212,-127.256,414,
41.7224,-127.257,134,
41.7237,-127.259,132,
41.7249,-127.26,132,
41.7262,-127.262,136,
41.7274,-127.263,135,
41.7286,-127.264,64,
41.7299,-127.266,66,
41.7311,-127.267,65,
41.7324,-127.269,117,
41.7336,-127.27,130,
41.7348,-127.272,63,
41.7361,-127.273,117,
41.7373,-127.275,130,
41.7386,-127.276,127,
41.7398,-127.278,57,
41.7411,-127.279,59,
41.7423,-127.281,60,
41.7435,-127.282,60,
41.7448,-127.284,54,
41.746,-127.285,53,
41.7473,-127.286,53,
41.7485,-127.288,51,
41.7497,-127.289,51,
41.751,-127.291,118,
41.7522,-127.292,53,
41.7535,-127.294,52,
41.7547,-127.295,51,
41.756,-127.297,77,
41.7572,-127.298,51,
41.7584,-127.3,71,
41.7597,-127.301,52,
41.7609,-127.303,78,
41.7622,-127.304,78,
41.7634,-127.306,63,
41.7646,-127.307,63,
41.7659,-127.308,64,
41.7671,-127.31,62,
41.7684,-127.311,82,
41.7696,-127.313,73,
41.7709,-127.314,76,
41.7721,-127.316,83,
41.7733,-127.317,78,
41.7746,-127.319,85,
41.7758,-127.32,56,
41.7771,-127.322,78,
41.7783,-127.323,51,
41.7795,-127.325,55,
41.7808,-127.326,58,
41.782,-127.328,86,
41.7833,-127.329,94,
41.7845,-127.33,61,
41.7858,-127.332,77,
41.787,-127.333,71,
41.7882,-127.335,52,
41.7895,-127.336,60,
41.7907,-127.338,51,
41.792,-127.339,69,
41.7932,-127.341,101,
41.7944,-127.342,66,
41.7957,-127.344,72,
41.7969,-127.345,64,
41.7982,-127.347,89,
41.7994,-127.348,79,
41.8007,-127.35,84,
41.8019,-127.351,92,
41.8031,-127.353,56,
41.8044,-127.354,52,
41.8056,-127.355,89,
41.8069,-127.357,100,
41.8081,-127.358,58,
41.8093,-127.36,82,
41.8106,-127.361,78,
41.8118,-127.363,56,
41.8131,-127.364,102,
41.8143,-127.366,91,
41.8156,-127.367,88,
41.8168,-127.369,81,
41.818,-127.37,51,
41.8193,-127.372,51,
41.8205,-127.373,84,
41.8218,-127.375,85,
41.823,-127.376,90,
41.8242,-127.377,82,
41.8255,-127.379,95,
41.8267,-127.38,91,
41.828,-127.382,51,
41.8292,-127.383,107,
41.8305,-127.385,112,
41.8317,-127.386,52,
41.8329,-127.388,55,
41.8342,-127.389,60,
41.8354,-127.391,59,
41.8367,-127.392,60,
41.8379,-127.394,112,
41.8391,-127.395,116,
41.8404,-127.397,61,
41.8416,-127.398,127,
41.8429,-127.399,137,
41.8441,-127.401,418,
41.8454,-127.402,768,
41.8466,-127.404,407,
41.8478,-127.405,135,
41.8491,-127.407,67,
41.8503,-127.408,51,
41.8516,-127.41,117,
41.8528,-127.411,62,
41.854,-127.413,66,
41.8553,-127.414,116,
41.8565,-127.416,59,
41.8578,-127.417,116,
41.859,-127.419,116,
41.8603,-127.42,59,
41.8615,-127.421,115,
41.8627,-127.423,61,
41.864,-127.424,116,
41.8652,-127.426,60,
41.8665,-127.427,60,
41.8677,-127.429,58,
41.8689,-127.43,59,
41.8702,-127.432,52,
41.8714,-127.433,56,
41.8727,-127.435,51,
41.8739,-127.436,52,
41.8752,-127.438,55,
41.8764,-127.439,53,
41.8776,-127.441,51,
41.8789,-127.442,89,
41.8801,-127.443,56,
41.8814,-127.445,68,
41.8826,-127.446,53,
41.8838,-127.448,74,
41.8851,-127.449,78,
41.8863,-127.451,75,
41.8876,-127.452,78,
41.8888,-127.454,63,
41.89,-127.455,65,
41.8913,-127.457,63,
41.8925,-127.458,65,
41.8938,-127.46,73,
41.895,-127.461,79,
41.8963,-127.463,82,
41.8975,-127.464,77,
41.8987,-127.465,88,
41.9,-127.467,84,
41.9012,-127.468,75,
41.9025,-127.47,51,
41.9037,-127.471,55,
41.9049,-127.473,59,
41.9062,-127.474,85,
41.9074,-127.476,78,
41.9087,-127.477,61,
41.9099,-127.479,76,
41.9112,-127.48,72,
41.9124,-127.482,264,
41.9136,-127.483,82,
41.9149,-127.485,87,
41.9161,-127.486,85,
41.9174,-127.488,81,
41.9186,-127.489,82,
